subject,chunk_size,chunk_size_sec,window_size_sec,mode,mean_hr,std_hr
505,320,10.7,3,non_overlapping,70.73192547908751,16.362287170841483
505,320,10.7,3,overlapping,69.91031075728573,14.748387406429472
505,320,10.7,4,non_overlapping,76.42781038398299,19.41979178589031
505,320,10.7,4,overlapping,68.23555670822505,12.587812951241194
505,320,10.7,5,non_overlapping,74.91912161985691,14.386344865063068
505,320,10.7,5,overlapping,70.16374033587657,14.423458896025322
506,320,10.7,3,non_overlapping,67.94768000031853,12.676861729892778
506,320,10.7,3,overlapping,69.5330341064016,15.646028401983965
506,320,10.7,4,non_overlapping,76.14689840017193,19.059644812037753
506,320,10.7,4,overlapping,74.48667540141084,17.60750503763398
506,320,10.7,5,non_overlapping,69.75036800355267,19.187449822305187
506,320,10.7,5,overlapping,75.19382229592483,20.07942509066061
601,320,10.7,3,non_overlapping,64.68341721586067,3.3323917865607253
601,320,10.7,3,overlapping,64.83258052594353,3.414639283466926
601,320,10.7,4,non_overlapping,65.23525325249463,4.069151397104372
601,320,10.7,4,overlapping,65.12503293579489,3.571285630722103
601,320,10.7,5,non_overlapping,64.9646508941559,2.8874167593137705
601,320,10.7,5,overlapping,64.8705611942542,3.0593560937763606
603,320,10.7,3,non_overlapping,70.81600766383374,2.495645415196876
603,320,10.7,3,overlapping,70.5211917652483,2.8006900569344286
603,320,10.7,4,non_overlapping,70.39273493931879,2.7212982688138485
603,320,10.7,4,overlapping,70.53427443579243,2.788390809305582
603,320,10.7,5,non_overlapping,70.4986426367236,3.0796214225637493
603,320,10.7,5,overlapping,70.60878991668241,2.9340676332369737
604,320,10.7,3,non_overlapping,72.56707543664064,1.1819459372189896
604,320,10.7,3,overlapping,72.29491856199931,1.307518682268037
604,320,10.7,4,non_overlapping,71.53705568068924,1.5168117090175002
604,320,10.7,4,overlapping,72.18341988411865,1.508295656756389
604,320,10.7,5,non_overlapping,72.35982413032103,1.460736737993833
604,320,10.7,5,overlapping,72.25274346081798,1.58079966873539
605,320,10.7,3,non_overlapping,67.28293428580784,2.8547963388012834
605,320,10.7,3,overlapping,67.59161777983617,2.534118981897578
605,320,10.7,4,non_overlapping,67.64694907582839,2.773749642176418
605,320,10.7,4,overlapping,67.47842766269491,2.5265104981357784
605,320,10.7,5,non_overlapping,67.5246179108248,2.6083971055336463
605,320,10.7,5,overlapping,67.41576144162352,2.5033442202197
606,320,10.7,3,non_overlapping,68.38493700850023,1.3839399003732922
606,320,10.7,3,overlapping,68.18205607717103,0.9020853668904039
606,320,10.7,4,non_overlapping,68.52880755897998,1.0979731280650036
606,320,10.7,4,overlapping,68.33681169564791,1.0444169607608196
606,320,10.7,5,non_overlapping,68.34386920550713,1.2322233242896723
606,320,10.7,5,overlapping,68.48944149720012,1.1008751098601177
701,320,10.7,3,non_overlapping,125.50763125763126,1.8971448904542525
701,320,10.7,3,overlapping,125.72040806415806,2.2983342367364705
701,320,10.7,4,non_overlapping,124.724784144427,1.5569884832406056
701,320,10.7,4,overlapping,125.05365728021975,1.5720562444042085
701,320,10.7,5,non_overlapping,125.47313797313797,1.53337540737114
701,320,10.7,5,overlapping,125.32834757834756,1.6073098874082634
702,320,10.7,3,non_overlapping,132.54986802413273,7.04898112627643
702,320,10.7,3,overlapping,132.8413826777797,6.557980357714208
702,320,10.7,4,non_overlapping,133.08224892521113,7.2696892360901835
702,320,10.7,4,overlapping,133.44414528631967,6.555769082567049
702,320,10.7,5,non_overlapping,133.7711368492618,5.8589019027511835
702,320,10.7,5,overlapping,133.43109151197385,6.481950833306018
703,320,10.7,3,non_overlapping,126.95368916797487,4.096884233789731
703,320,10.7,3,overlapping,126.98744113029827,4.333172366587048
703,320,10.7,4,non_overlapping,127.00717649697243,4.2326054781149685
703,320,10.7,4,overlapping,127.09274781341107,4.509174361682627
703,320,10.7,5,non_overlapping,126.8590932876647,4.202104360591469
703,320,10.7,5,overlapping,126.95054152197008,4.53772684400552
704,320,10.7,3,non_overlapping,127.02841801056086,5.425259048930466
704,320,10.7,3,overlapping,126.63870355834639,5.016407612939264
704,320,10.7,4,non_overlapping,126.8422903626985,5.380667942200291
704,320,10.7,4,overlapping,126.39068202205956,4.657648658081073
704,320,10.7,5,non_overlapping,126.38673082869512,4.592117513556886
704,320,10.7,5,overlapping,126.58448595055737,4.6645568805183695
705,320,10.7,3,non_overlapping,131.11519036519036,4.607893647471078
705,320,10.7,3,overlapping,131.09437784437782,5.085225333678544
705,320,10.7,4,non_overlapping,131.28238824667395,4.86655714801719
705,320,10.7,4,overlapping,130.87422002600573,5.081372924199111
705,320,10.7,5,non_overlapping,131.2811494061494,4.756746238351792
705,320,10.7,5,overlapping,131.00072150072148,5.3833192383459325
706,320,10.7,3,non_overlapping,132.3058608058608,2.286866266404008
706,320,10.7,3,overlapping,132.1947496947497,2.269485910307982
706,320,10.7,4,non_overlapping,132.35871271585557,2.232606866050659
706,320,10.7,4,overlapping,132.31529631083203,2.1797430265410105
706,320,10.7,5,non_overlapping,132.006105006105,2.3364694257763214
706,320,10.7,5,overlapping,132.28001628001627,2.4281466567943304
801,320,10.7,3,non_overlapping,46.50772194417895,0.6723651782271775
801,320,10.7,3,overlapping,46.634991287024434,0.9787069202873903
801,320,10.7,4,non_overlapping,46.32441864092547,1.5958156288965193
801,320,10.7,4,overlapping,46.66602453593694,1.054476641009332
801,320,10.7,5,non_overlapping,46.51428300261645,1.119652915309093
801,320,10.7,5,overlapping,46.61210494254366,1.0317418158783118
802,320,10.7,3,non_overlapping,67.89370660671041,13.846736460201646
802,320,10.7,3,overlapping,68.22292815801482,12.736561121915813
802,320,10.7,4,non_overlapping,68.16425921486972,13.127066383698931
802,320,10.7,4,overlapping,68.46578087457885,14.897409636743197
802,320,10.7,5,non_overlapping,68.35809511848758,13.637342637977596
802,320,10.7,5,overlapping,70.6863128783391,18.379339747101273
803,320,10.7,3,non_overlapping,49.789803249832,2.3127914791906012
803,320,10.7,3,overlapping,49.666111358946395,2.0588724598407193
803,320,10.7,4,non_overlapping,49.807317788299656,2.401209961349682
803,320,10.7,4,overlapping,49.5684257424085,2.0827235534118835
803,320,10.7,5,non_overlapping,49.67824518085741,2.0662306914065773
803,320,10.7,5,overlapping,49.43995135987064,2.07602247971919
804,320,10.7,3,non_overlapping,50.1251174132589,1.9003276567523546
804,320,10.7,3,overlapping,50.03182778953741,1.4155294613120961
804,320,10.7,4,non_overlapping,51.009491523903144,1.719307344083941
804,320,10.7,4,overlapping,50.54460750549807,1.272569307908261
804,320,10.7,5,non_overlapping,50.30435310801862,1.1566264655668481
804,320,10.7,5,overlapping,50.36315928667033,1.189463461469146
805,320,10.7,3,non_overlapping,52.65338338829051,1.8291539559003194
805,320,10.7,3,overlapping,52.09459390414148,1.3660588845039003
805,320,10.7,4,non_overlapping,50.86467980188956,1.1014243664579522
805,320,10.7,4,overlapping,51.62655199557539,1.3238292679038781
805,320,10.7,5,non_overlapping,52.17386715153992,1.0956442389805958
805,320,10.7,5,overlapping,52.204983611617486,1.540470503497906
806,320,10.7,3,non_overlapping,53.960721345683396,1.5756883231593333
806,320,10.7,3,overlapping,54.22401100443083,1.7043553409526122
806,320,10.7,4,non_overlapping,53.91064926406481,1.727059458247453
806,320,10.7,4,overlapping,54.17765330419505,1.6959567998178053
806,320,10.7,5,non_overlapping,53.937743017142914,1.50073511585263
806,320,10.7,5,overlapping,54.144515578042615,1.8933171525753894
901,320,10.7,3,non_overlapping,45.29983221940711,0.7690721887341602
901,320,10.7,3,overlapping,45.2273170463792,0.8480720809344167
901,320,10.7,4,non_overlapping,45.28789727602308,0.9387693154891219
901,320,10.7,4,overlapping,45.145583092236905,0.8557487357217257
901,320,10.7,5,non_overlapping,44.96315542608867,0.936322820480199
901,320,10.7,5,overlapping,45.13559795032763,0.8474543136927088
902,320,10.7,3,non_overlapping,52.333846087497214,3.082339498066903
902,320,10.7,3,overlapping,54.67503800190284,4.699683533647112
902,320,10.7,4,non_overlapping,52.7394750336658,3.532548917490197
902,320,10.7,4,overlapping,53.486013653728435,3.076463652353374
902,320,10.7,5,non_overlapping,53.46856284389486,2.5955697719837914
902,320,10.7,5,overlapping,53.52328553559733,2.7429843293828506
903,320,10.7,3,non_overlapping,48.34016955616913,1.5384321608291367
903,320,10.7,3,overlapping,48.100178891449346,1.3747004233579019
903,320,10.7,4,non_overlapping,48.22380423884184,1.3995968825033556
903,320,10.7,4,overlapping,48.24497447928729,1.4781596093893743
903,320,10.7,5,non_overlapping,48.232925939278225,1.369778235727463
903,320,10.7,5,overlapping,48.1409069490947,1.4067610556802366
904,320,10.7,3,non_overlapping,47.55829898926886,2.7394382639747357
904,320,10.7,3,overlapping,47.58059839843693,2.3174818740882115
904,320,10.7,4,non_overlapping,47.677235885323455,2.624736514353746
904,320,10.7,4,overlapping,47.58343566502301,2.0420761211071325
904,320,10.7,5,non_overlapping,47.74533771613678,2.3012821121959957
904,320,10.7,5,overlapping,47.52938175007121,2.1859913797393844
905,320,10.7,3,non_overlapping,47.413648466280044,0.6451569723606128
905,320,10.7,3,overlapping,47.32737834711519,0.32336373205547614
905,320,10.7,4,non_overlapping,47.31136898900056,0.2140288233341029
905,320,10.7,4,overlapping,47.444677181519296,0.3995309112305864
905,320,10.7,5,non_overlapping,47.46779348753034,0.25933232041134363
905,320,10.7,5,overlapping,47.46957556168082,0.3395554978787989
906,320,10.7,3,non_overlapping,48.557212504580924,1.2110446276638256
906,320,10.7,3,overlapping,48.513746901904796,0.9898831023222218
906,320,10.7,4,non_overlapping,48.28191732796997,1.031139541000886
906,320,10.7,4,overlapping,48.4860534696061,0.9786110359765933
906,320,10.7,5,non_overlapping,48.38379081800135,0.9109243708586906
906,320,10.7,5,overlapping,48.46755228334175,0.9594123584117664
